path,label
data/Tobacco3482-text/Advertisement/0000136188.txt,Advertisement
data/Tobacco3482-text/Advertisement/0000435350.txt,Advertisement
data/Tobacco3482-text/Advertisement/0000556056.txt,Advertisement
data/Tobacco3482-text/Advertisement/0030048095.txt,Advertisement
data/Tobacco3482-text/Advertisement/0030048989.txt,Advertisement
data/Tobacco3482-text/Advertisement/0030049569.txt,Advertisement
data/Tobacco3482-text/Advertisement/03496270.txt,Advertisement
data/Tobacco3482-text/Advertisement/03567810.txt,Advertisement
data/Tobacco3482-text/Advertisement/03722789.txt,Advertisement
data/Tobacco3482-text/Advertisement/04102204.txt,Advertisement
data/Tobacco3482-text/Advertisement/04106546.txt,Advertisement
data/Tobacco3482-text/Advertisement/04233037_04233039.txt,Advertisement
data/Tobacco3482-text/Advertisement/04412344.txt,Advertisement
data/Tobacco3482-text/Advertisement/1002325458.txt,Advertisement
data/Tobacco3482-text/Advertisement/1002760819.txt,Advertisement
data/Tobacco3482-text/Advertisement/1002761179.txt,Advertisement
data/Tobacco3482-text/Advertisement/1002761668.txt,Advertisement
data/Tobacco3482-text/Advertisement/1002761869.txt,Advertisement
data/Tobacco3482-text/Advertisement/1002762773.txt,Advertisement
data/Tobacco3482-text/Advertisement/1002763015.txt,Advertisement
data/Tobacco3482-text/Advertisement/1005116329_6330.txt,Advertisement
data/Tobacco3482-text/Advertisement/1005150029.txt,Advertisement
data/Tobacco3482-text/Advertisement/12320856.txt,Advertisement
data/Tobacco3482-text/Advertisement/12779302.txt,Advertisement
data/Tobacco3482-text/Advertisement/12779971.txt,Advertisement
data/Tobacco3482-text/Advertisement/13581913.txt,Advertisement
data/Tobacco3482-text/Advertisement/2021284642.txt,Advertisement
data/Tobacco3482-text/Advertisement/2023086360.txt,Advertisement
data/Tobacco3482-text/Advertisement/2023738160.txt,Advertisement
data/Tobacco3482-text/Advertisement/2024182848.txt,Advertisement
data/Tobacco3482-text/Advertisement/2025016432.txt,Advertisement
data/Tobacco3482-text/Advertisement/2040144258.txt,Advertisement
data/Tobacco3482-text/Advertisement/2040183521.txt,Advertisement
data/Tobacco3482-text/Advertisement/2040697247.txt,Advertisement
data/Tobacco3482-text/Advertisement/2040811409.txt,Advertisement
data/Tobacco3482-text/Advertisement/2041076526.txt,Advertisement
data/Tobacco3482-text/Advertisement/2041089398.txt,Advertisement
data/Tobacco3482-text/Advertisement/2041511979.txt,Advertisement
data/Tobacco3482-text/Advertisement/2042029706.txt,Advertisement
data/Tobacco3482-text/Advertisement/2042333574.txt,Advertisement
data/Tobacco3482-text/Advertisement/2042348217.txt,Advertisement
data/Tobacco3482-text/Advertisement/2043025626.txt,Advertisement
data/Tobacco3482-text/Advertisement/2044759026.txt,Advertisement
data/Tobacco3482-text/Advertisement/2045081234.txt,Advertisement
data/Tobacco3482-text/Advertisement/2045573975.txt,Advertisement
data/Tobacco3482-text/Advertisement/2045630056.txt,Advertisement
data/Tobacco3482-text/Advertisement/2045731638.txt,Advertisement
data/Tobacco3482-text/Advertisement/2045830670.txt,Advertisement
data/Tobacco3482-text/Advertisement/2047920303.txt,Advertisement
data/Tobacco3482-text/Advertisement/2048509434.txt,Advertisement
data/Tobacco3482-text/Advertisement/2048729226.txt,Advertisement
data/Tobacco3482-text/Advertisement/2049398699.txt,Advertisement
data/Tobacco3482-text/Advertisement/2050834062.txt,Advertisement
data/Tobacco3482-text/Advertisement/2058501023.txt,Advertisement
data/Tobacco3482-text/Advertisement/2058501637.txt,Advertisement
data/Tobacco3482-text/Advertisement/2058502246.txt,Advertisement
data/Tobacco3482-text/Advertisement/2058502871.txt,Advertisement
data/Tobacco3482-text/Advertisement/2058503524.txt,Advertisement
data/Tobacco3482-text/Advertisement/2058503900.txt,Advertisement
data/Tobacco3482-text/Advertisement/2058504564.txt,Advertisement
data/Tobacco3482-text/Advertisement/2061000301.txt,Advertisement
data/Tobacco3482-text/Advertisement/2061002005.txt,Advertisement
data/Tobacco3482-text/Advertisement/2061002797.txt,Advertisement
data/Tobacco3482-text/Advertisement/2061003642.txt,Advertisement
data/Tobacco3482-text/Advertisement/2061012559.txt,Advertisement
data/Tobacco3482-text/Advertisement/2061141775.txt,Advertisement
data/Tobacco3482-text/Advertisement/2061190138.txt,Advertisement
data/Tobacco3482-text/Advertisement/2061199558.txt,Advertisement
data/Tobacco3482-text/Advertisement/2063550295.txt,Advertisement
data/Tobacco3482-text/Advertisement/2064004681.txt,Advertisement
data/Tobacco3482-text/Advertisement/2064932937.txt,Advertisement
data/Tobacco3482-text/Advertisement/2065199983_9984.txt,Advertisement
data/Tobacco3482-text/Advertisement/2067540350_2067540352.txt,Advertisement
data/Tobacco3482-text/Advertisement/2069506477.txt,Advertisement
data/Tobacco3482-text/Advertisement/2070262428_2429.txt,Advertisement
data/Tobacco3482-text/Advertisement/2070494554_4555.txt,Advertisement
data/Tobacco3482-text/Advertisement/2070500515_0516.txt,Advertisement
data/Tobacco3482-text/Advertisement/2070501595.txt,Advertisement
data/Tobacco3482-text/Advertisement/2070711254_1255.txt,Advertisement
data/Tobacco3482-text/Advertisement/2070711761.txt,Advertisement
data/Tobacco3482-text/Advertisement/2070712842_2843.txt,Advertisement
data/Tobacco3482-text/Advertisement/2070715949_5950.txt,Advertisement
data/Tobacco3482-text/Advertisement/2070717320_7321.txt,Advertisement
data/Tobacco3482-text/Advertisement/2070717402_7403.txt,Advertisement
data/Tobacco3482-text/Advertisement/2070718633.txt,Advertisement
data/Tobacco3482-text/Advertisement/2071388237.txt,Advertisement
data/Tobacco3482-text/Advertisement/2071465080_5081.txt,Advertisement
data/Tobacco3482-text/Advertisement/2071466317_6318.txt,Advertisement
data/Tobacco3482-text/Advertisement/2072281108.txt,Advertisement
data/Tobacco3482-text/Advertisement/2072998094.txt,Advertisement
data/Tobacco3482-text/Advertisement/2073487737.txt,Advertisement
data/Tobacco3482-text/Advertisement/2073971431.txt,Advertisement
data/Tobacco3482-text/Advertisement/2083306564.txt,Advertisement
data/Tobacco3482-text/Advertisement/2084396082.txt,Advertisement
data/Tobacco3482-text/Advertisement/2084396137_6138.txt,Advertisement
data/Tobacco3482-text/Advertisement/2084396927.txt,Advertisement
data/Tobacco3482-text/Advertisement/2084412816_2817.txt,Advertisement
data/Tobacco3482-text/Advertisement/2084420704.txt,Advertisement
data/Tobacco3482-text/Advertisement/2084425560_5561.txt,Advertisement
data/Tobacco3482-text/Advertisement/2084426012_6013.txt,Advertisement
data/Tobacco3482-text/Advertisement/2084426710_6711.txt,Advertisement
data/Tobacco3482-text/Advertisement/2084427165_7166.txt,Advertisement
data/Tobacco3482-text/Advertisement/2084510807.txt,Advertisement
data/Tobacco3482-text/Advertisement/2084513422.txt,Advertisement
data/Tobacco3482-text/Advertisement/2085043981.txt,Advertisement
data/Tobacco3482-text/Advertisement/2501015790.txt,Advertisement
data/Tobacco3482-text/Advertisement/2501030007.txt,Advertisement
data/Tobacco3482-text/Advertisement/2501053670.txt,Advertisement
data/Tobacco3482-text/Advertisement/500076275_500076282.txt,Advertisement
data/Tobacco3482-text/Advertisement/500161305.txt,Advertisement
data/Tobacco3482-text/Advertisement/500248654+-8654.txt,Advertisement
data/Tobacco3482-text/Advertisement/500323180+-3180.txt,Advertisement
data/Tobacco3482-text/Advertisement/500713757_500713758.txt,Advertisement
data/Tobacco3482-text/Advertisement/501131762+-1762.txt,Advertisement
data/Tobacco3482-text/Advertisement/501157471+-7480.txt,Advertisement
data/Tobacco3482-text/Advertisement/501303452+-3452.txt,Advertisement
data/Tobacco3482-text/Advertisement/501947737_501947738.txt,Advertisement
data/Tobacco3482-text/Advertisement/502108541+-8546.txt,Advertisement
data/Tobacco3482-text/Advertisement/502141224.txt,Advertisement
data/Tobacco3482-text/Advertisement/502217247+-7247.txt,Advertisement
data/Tobacco3482-text/Advertisement/502218620.txt,Advertisement
data/Tobacco3482-text/Advertisement/502219477.txt,Advertisement
data/Tobacco3482-text/Advertisement/502339758+-9761.txt,Advertisement
data/Tobacco3482-text/Advertisement/502471549.txt,Advertisement
data/Tobacco3482-text/Advertisement/502472358.txt,Advertisement
data/Tobacco3482-text/Advertisement/502472939.txt,Advertisement
